Local_Body_Type,Local_Body_Name,District_Name,username,password,full_name,mobile
PANCHAYAT,Pariyaram,Kannur,health_user314,Health@123314,Health User 314,9898526919
PANCHAYAT,Pattiam,Kannur,health_user315,Health@123315,Health User 315,9458866420
PANCHAYAT,Pattuvam,Kannur,health_user316,Health@123316,Health User 316,9515923582
PANCHAYAT,Payam,Kannur,health_user317,Health@123317,Health User 317,9274303096
PANCHAYAT,Payyavoor,Kannur,health_user318,Health@123318,Health User 318,9148746944
PANCHAYAT,Peralasseri,Kannur,health_user319,Health@123319,Health User 319,9534980665
PANCHAYAT,Peravoor,Kannur,health_user320,Health@123320,Health User 320,9238491198
PANCHAYAT,Peringome -Vayakkara,Kannur,health_user321,Health@123321,Health User 321,9245602366
PANCHAYAT,Pinarayi,Kannur,health_user322,Health@123322,Health User 322,9876229842
PANCHAYAT,Ramanthali,Kannur,health_user323,Health@123323,Health User 323,9969356265
PANCHAYAT,Thillankeri,Kannur,health_user324,Health@123324,Health User 324,9976715927
PANCHAYAT,Trippangottur,Kannur,health_user325,Health@123325,Health User 325,9430817896
PANCHAYAT,Udayagiri,Kannur,health_user326,Health@123326,Health User 326,9601020995
PANCHAYAT,Ulikkal,Kannur,health_user327,Health@123327,Health User 327,9579984934
PANCHAYAT,Valapattanam,Kannur,health_user328,Health@123328,Health User 328,9116606315
PANCHAYAT,Vengad,Kannur,health_user329,Health@123329,Health User 329,9242192420
PANCHAYAT,Localbody Name (In English),Kasaragod,health_user330,Health@123330,Health User 330,9322930439
PANCHAYAT,Kasaragod,Kasaragod,health_user331,Health@123331,Health User 331,9308001597
PANCHAYAT,Kanhangad,Kasaragod,health_user332,Health@123332,Health User 332,9898763083
PANCHAYAT,Karadka,Kasaragod,health_user333,Health@123333,Health User 333,9970455582
PANCHAYAT,Kasargod,Kasaragod,health_user334,Health@123334,Health User 334,9679936935
PANCHAYAT,Manjeshwar,Kasaragod,health_user335,Health@123335,Health User 335,9442677573
PANCHAYAT,Nileshwar,Kasaragod,health_user336,Health@123336,Health User 336,9256338013
PANCHAYAT,Parappa,Kasaragod,health_user337,Health@123337,Health User 337,9138338099
PANCHAYAT,Ajanoor,Kasaragod,health_user338,Health@123338,Health User 338,9782145118
PANCHAYAT,Badiyadka,Kasaragod,health_user339,Health@123339,Health User 339,9918832043
PANCHAYAT,Balal,Kasaragod,health_user340,Health@123340,Health User 340,9435709466
PANCHAYAT,Bedaduka,Kasaragod,health_user341,Health@123341,Health User 341,9818507947
PANCHAYAT,Belloor,Kasaragod,health_user342,Health@123342,Health User 342,9938944540
PANCHAYAT,Chemnad,Kasaragod,health_user343,Health@123343,Health User 343,9992346051
PANCHAYAT,Chengala,Kasaragod,health_user344,Health@123344,Health User 344,9952364515
PANCHAYAT,Cheruvathur,Kasaragod,health_user345,Health@123345,Health User 345,9656910931
PANCHAYAT,Delampady,Kasaragod,health_user346,Health@123346,Health User 346,9486624232
PANCHAYAT,East Eleri,Kasaragod,health_user347,Health@123347,Health User 347,9841535176
PANCHAYAT,Enmakaje,Kasaragod,health_user348,Health@123348,Health User 348,9648764150
PANCHAYAT,Kallar,Kasaragod,health_user349,Health@123349,Health User 349,9273938940
PANCHAYAT,Karadka,Kasaragod,health_user350,Health@123350,Health User 350,9128789252
PANCHAYAT,Kayyur Cheemeni,Kasaragod,health_user351,Health@123351,Health User 351,9357313003
PANCHAYAT,Kinanoor Karindalam,Kasaragod,health_user352,Health@123352,Health User 352,9906918599
PANCHAYAT,Kodombellur,Kasaragod,health_user353,Health@123353,Health User 353,9666754480
PANCHAYAT,Kumbadaje,Kasaragod,health_user354,Health@123354,Health User 354,9135430647
PANCHAYAT,Kumbala,Kasaragod,health_user355,Health@123355,Health User 355,9818039759
PANCHAYAT,Kutikkol,Kasaragod,health_user356,Health@123356,Health User 356,9394761458
PANCHAYAT,Madhur,Kasaragod,health_user357,Health@123357,Health User 357,9324176865
PANCHAYAT,Madikkai,Kasaragod,health_user358,Health@123358,Health User 358,9308894699
PANCHAYAT,Mangalpady,Kasaragod,health_user359,Health@123359,Health User 359,9620456417
PANCHAYAT,Manjewswaram,Kasaragod,health_user360,Health@123360,Health User 360,9869681058
PANCHAYAT,Meenja,Kasaragod,health_user361,Health@123361,Health User 361,9117027233
PANCHAYAT,Mogral Puthur,Kasaragod,health_user362,Health@123362,Health User 362,9302056815
PANCHAYAT,Muliyar,Kasaragod,health_user363,Health@123363,Health User 363,9433881958
PANCHAYAT,Padne,Kasaragod,health_user364,Health@123364,Health User 364,9781660016
PANCHAYAT,Paivalike,Kasaragod,health_user365,Health@123365,Health User 365,9913615943
PANCHAYAT,Pallikkara,Kasaragod,health_user366,Health@123366,Health User 366,9935573120
PANCHAYAT,Panathady,Kasaragod,health_user367,Health@123367,Health User 367,9238181638
PANCHAYAT,Pilicode,Kasaragod,health_user368,Health@123368,Health User 368,9874957535
PANCHAYAT,Pullurperiya,Kasaragod,health_user369,Health@123369,Health User 369,9683420983
PANCHAYAT,Puthige,Kasaragod,health_user370,Health@123370,Health User 370,9819489884
PANCHAYAT,Thrikkaripur,Kasaragod,health_user371,Health@123371,Health User 371,9147473954
PANCHAYAT,Udma,Kasaragod,health_user372,Health@123372,Health User 372,9774196484
PANCHAYAT,Valiyaparamba,Kasaragod,health_user373,Health@123373,Health User 373,9295662918
PANCHAYAT,Vorkady,Kasaragod,health_user374,Health@123374,Health User 374,9493149772
PANCHAYAT,West Eleri,Kasaragod,health_user375,Health@123375,Health User 375,9265820160
PANCHAYAT,Localbody Name (In English),Kollam,health_user376,Health@123376,Health User 376,9293592676
PANCHAYAT,Kollam,Kollam,health_user377,Health@123377,Health User 377,9925422437
PANCHAYAT,Anchal,Kollam,health_user378,Health@123378,Health User 378,9233355335
PANCHAYAT,Chadayamangalam,Kollam,health_user379,Health@123379,Health User 379,9997285370
PANCHAYAT,Chavara,Kollam,health_user380,Health@123380,Health User 380,9311525455
PANCHAYAT,Chittumala,Kollam,health_user381,Health@123381,Health User 381,9658021790
PANCHAYAT,Ithikkara,Kollam,health_user382,Health@123382,Health User 382,9666334027
PANCHAYAT,Kottarakkara,Kollam,health_user383,Health@123383,Health User 383,9529162942
PANCHAYAT,Mukhathala,Kollam,health_user384,Health@123384,Health User 384,9399835950
PANCHAYAT,Oachira,Kollam,health_user385,Health@123385,Health User 385,9509628343
PANCHAYAT,Pathanapuram,Kollam,health_user386,Health@123386,Health User 386,9497615264
PANCHAYAT,Sasthamcottah,Kollam,health_user387,Health@123387,Health User 387,9679024401
PANCHAYAT,Vettikkavala,Kollam,health_user388,Health@123388,Health User 388,9527982614
PANCHAYAT,Adichanalloor,Kollam,health_user389,Health@123389,Health User 389,9663865030
PANCHAYAT,Alappad,Kollam,health_user390,Health@123390,Health User 390,9983102914
PANCHAYAT,Alayamon,Kollam,health_user391,Health@123391,Health User 391,9116514205
PANCHAYAT,Anchal,Kollam,health_user392,Health@123392,Health User 392,9740832355
PANCHAYAT,Ariencavu,Kollam,health_user393,Health@123393,Health User 393,9187635215
PANCHAYAT,Chadayamangalam,Kollam,health_user394,Health@123394,Health User 394,9214837753
PANCHAYAT,Chathannur,Kollam,health_user395,Health@123395,Health User 395,9126668169
PANCHAYAT,Chavara,Kollam,health_user396,Health@123396,Health User 396,9711954801
PANCHAYAT,Chirakkara,Kollam,health_user397,Health@123397,Health User 397,9576150888
PANCHAYAT,Chithara,Kollam,health_user398,Health@123398,Health User 398,9187993898
PANCHAYAT,Clappana,Kollam,health_user399,Health@123399,Health User 399,9681152821
PANCHAYAT,Edamulakkal,Kollam,health_user400,Health@123400,Health User 400,9666497445
PANCHAYAT,Elamadu,Kollam,health_user401,Health@123401,Health User 401,9168559389
PANCHAYAT,Elamballur,Kollam,health_user402,Health@123402,Health User 402,9393864126
PANCHAYAT,Eroor,Kollam,health_user403,Health@123403,Health User 403,9312382238
PANCHAYAT,Ezhukone,Kollam,health_user404,Health@123404,Health User 404,9917462906
PANCHAYAT,Ittiva,Kollam,health_user405,Health@123405,Health User 405,9821452211
PANCHAYAT,Kadakkal,Kollam,health_user406,Health@123406,Health User 406,9927260497
PANCHAYAT,Kalluvathukkal,Kollam,health_user407,Health@123407,Health User 407,9829397993
PANCHAYAT,Karavaloor,Kollam,health_user408,Health@123408,Health User 408,9299342673
PANCHAYAT,Kareepra,Kollam,health_user409,Health@123409,Health User 409,9976952254
PANCHAYAT,Kizhakkekallada,Kollam,health_user410,Health@123410,Health User 410,9899441898
PANCHAYAT,Kottamkara,Kollam,health_user411,Health@123411,Health User 411,9706793108
PANCHAYAT,Kulakkada,Kollam,health_user412,Health@123412,Health User 412,9359352973
PANCHAYAT,Kulasekharapuram,Kollam,health_user413,Health@123413,Health User 413,9861897648
PANCHAYAT,Kulathupuzha,Kollam,health_user414,Health@123414,Health User 414,9885915233
PANCHAYAT,Kummil,Kollam,health_user415,Health@123415,Health User 415,9285508539
PANCHAYAT,Kundara,Kollam,health_user416,Health@123416,Health User 416,9955428318
PANCHAYAT,Kunnathur,Kollam,health_user417,Health@123417,Health User 417,9117883795
PANCHAYAT,Mayyanad,Kollam,health_user418,Health@123418,Health User 418,9813139514
PANCHAYAT,Melila,Kollam,health_user419,Health@123419,Health User 419,9390618764
PANCHAYAT,Mundrothuruthu,Kollam,health_user420,Health@123420,Health User 420,9150257774
PANCHAYAT,Mylam,Kollam,health_user421,Health@123421,Health User 421,9382469174
PANCHAYAT,Mynagappally,Kollam,health_user422,Health@123422,Health User 422,9225603289
PANCHAYAT,Nedumpana,Kollam,health_user423,Health@123423,Health User 423,9745232792
PANCHAYAT,Neduvathur,Kollam,health_user424,Health@123424,Health User 424,9111282307
PANCHAYAT,Neendakara,Kollam,health_user425,Health@123425,Health User 425,9574237414
PANCHAYAT,Nilamel,Kollam,health_user426,Health@123426,Health User 426,9364243176
PANCHAYAT,Oachira,Kollam,health_user427,Health@123427,Health User 427,9992293523
PANCHAYAT,Panayam,Kollam,health_user428,Health@123428,Health User 428,9760026235
PANCHAYAT,Panmana,Kollam,health_user429,Health@123429,Health User 429,9144261475
PANCHAYAT,Pathanapuram,Kollam,health_user430,Health@123430,Health User 430,9790793407
PANCHAYAT,Pattazhi,Kollam,health_user431,Health@123431,Health User 431,9252956583
PANCHAYAT,Pattazhi Vadakkekara,Kollam,health_user432,Health@123432,Health User 432,9550347436
PANCHAYAT,Pavithreswaram,Kollam,health_user433,Health@123433,Health User 433,9297792197
PANCHAYAT,Perayam,Kollam,health_user434,Health@123434,Health User 434,9164350253
PANCHAYAT,Perinad,Kollam,health_user435,Health@123435,Health User 435,9194131313
PANCHAYAT,Piravanthur,Kollam,health_user436,Health@123436,Health User 436,9913522196
PANCHAYAT,Poothakkulam,Kollam,health_user437,Health@123437,Health User 437,9889686738
PANCHAYAT,Pooyappally,Kollam,health_user438,Health@123438,Health User 438,9971102150
PANCHAYAT,Poruvazhy,Kollam,health_user439,Health@123439,Health User 439,9712218879
PANCHAYAT,Sasthancotta,Kollam,health_user440,Health@123440,Health User 440,9698996884
PANCHAYAT,Sooranad North,Kollam,health_user441,Health@123441,Health User 441,9276454008
PANCHAYAT,Sooranad South,Kollam,health_user442,Health@123442,Health User 442,9589620965
PANCHAYAT,Thalavoor,Kollam,health_user443,Health@123443,Health User 443,9467080448
PANCHAYAT,Thazhava,Kollam,health_user444,Health@123444,Health User 444,9460557362
PANCHAYAT,Thekkumbhagam,Kollam,health_user445,Health@123445,Health User 445,9355558300
PANCHAYAT,Thenmala,Kollam,health_user446,Health@123446,Health User 446,9553089627
PANCHAYAT,Thevalakkara,Kollam,health_user447,Health@123447,Health User 447,9262805613
PANCHAYAT,Thodiyoor,Kollam,health_user448,Health@123448,Health User 448,9598992624
PANCHAYAT,Thrikkaruva,Kollam,health_user449,Health@123449,Health User 449,9362696491
PANCHAYAT,Thrikkovilvattom,Kollam,health_user450,Health@123450,Health User 450,9454814900
PANCHAYAT,Ummannur,Kollam,health_user451,Health@123451,Health User 451,9110091497
PANCHAYAT,Velinallur,Kollam,health_user452,Health@123452,Health User 452,9723700630
PANCHAYAT,Veliyam,Kollam,health_user453,Health@123453,Health User 453,9854632631
PANCHAYAT,Vettikkavala,Kollam,health_user454,Health@123454,Health User 454,9819040230
PANCHAYAT,Vilakudy,Kollam,health_user455,Health@123455,Health User 455,9600323563
PANCHAYAT,West Kallada,Kollam,health_user456,Health@123456,Health User 456,9328005354
PANCHAYAT,Localbody Name (In English),Kottayam,health_user457,Health@123457,Health User 457,9774278290
PANCHAYAT,Kottayam,Kottayam,health_user458,Health@123458,Health User 458,9217645577
PANCHAYAT,Erattupetta,Kottayam,health_user459,Health@123459,Health User 459,9476840751
PANCHAYAT,Ettumanoor,Kottayam,health_user460,Health@123460,Health User 460,9948193320
PANCHAYAT,Kaduthuruthy,Kottayam,health_user461,Health@123461,Health User 461,9755321537
PANCHAYAT,Kanjirappally,Kottayam,health_user462,Health@123462,Health User 462,9815583322
PANCHAYAT,Lalam,Kottayam,health_user463,Health@123463,Health User 463,9484574722
PANCHAYAT,Madappally,Kottayam,health_user464,Health@123464,Health User 464,9728032362
PANCHAYAT,Pallom,Kottayam,health_user465,Health@123465,Health User 465,9791800349
PANCHAYAT,Pampady,Kottayam,health_user466,Health@123466,Health User 466,9788989319
PANCHAYAT,Uzhavoor,Kottayam,health_user467,Health@123467,Health User 467,9796107209
PANCHAYAT,Vaikom,Kottayam,health_user468,Health@123468,Health User 468,9470874168
PANCHAYAT,Vazhoor,Kottayam,health_user469,Health@123469,Health User 469,9590730369
PANCHAYAT,Akalakunnam,Kottayam,health_user470,Health@123470,Health User 470,9626149893
PANCHAYAT,Arpookara,Kottayam,health_user471,Health@123471,Health User 471,9239828771
PANCHAYAT,Athirampuzha,Kottayam,health_user472,Health@123472,Health User 472,9308051719
PANCHAYAT,Ayarkkunnam,Kottayam,health_user473,Health@123473,Health User 473,9585563070
PANCHAYAT,Aymanam,Kottayam,health_user474,Health@123474,Health User 474,9936628655
PANCHAYAT,Bharananganam,Kottayam,health_user475,Health@123475,Health User 475,9903513833
PANCHAYAT,Chempu,Kottayam,health_user476,Health@123476,Health User 476,9914815034
PANCHAYAT,Chirakkadavu,Kottayam,health_user477,Health@123477,Health User 477,9365504782
PANCHAYAT,Elikulam,Kottayam,health_user478,Health@123478,Health User 478,9508279999
PANCHAYAT,Erumeli,Kottayam,health_user479,Health@123479,Health User 479,9984453997
PANCHAYAT,Kadanad,Kottayam,health_user480,Health@123480,Health User 480,9121449479
PANCHAYAT,Kadaplamattom,Kottayam,health_user481,Health@123481,Health User 481,9823348300
PANCHAYAT,Kaduthuruthy,Kottayam,health_user482,Health@123482,Health User 482,9523357027
PANCHAYAT,Kallara,Kottayam,health_user483,Health@123483,Health User 483,9792165183
PANCHAYAT,Kanakkari,Kottayam,health_user484,Health@123484,Health User 484,9876666379
PANCHAYAT,Kangazha,Kottayam,health_user485,Health@123485,Health User 485,9514854275
PANCHAYAT,Kanjirappally,Kottayam,health_user486,Health@123486,Health User 486,9382096721
PANCHAYAT,Karoor,Kottayam,health_user487,Health@123487,Health User 487,9847367640
PANCHAYAT,Karukachal,Kottayam,health_user488,Health@123488,Health User 488,9128155433
PANCHAYAT,Kidangoor,Kottayam,health_user489,Health@123489,Health User 489,9308866971
PANCHAYAT,Kooroppada,Kottayam,health_user490,Health@123490,Health User 490,9738872898
PANCHAYAT,Koottickal,Kottayam,health_user491,Health@123491,Health User 491,9740802807
PANCHAYAT,Koruthode,Kottayam,health_user492,Health@123492,Health User 492,9216198062
PANCHAYAT,Kozhuvanal,Kottayam,health_user493,Health@123493,Health User 493,9754438966
PANCHAYAT,Kumarakom,Kottayam,health_user494,Health@123494,Health User 494,9231208530
PANCHAYAT,Kuravilangad,Kottayam,health_user495,Health@123495,Health User 495,9859938570
PANCHAYAT,Kurichy,Kottayam,health_user496,Health@123496,Health User 496,9313030418
PANCHAYAT,Madappally,Kottayam,health_user497,Health@123497,Health User 497,9572956712
PANCHAYAT,Manimala,Kottayam,health_user498,Health@123498,Health User 498,9517708181
PANCHAYAT,Manjoor,Kottayam,health_user499,Health@123499,Health User 499,9206197905
PANCHAYAT,Mannarkadu,Kottayam,health_user500,Health@123500,Health User 500,9477160167
PANCHAYAT,Marangattupilly,Kottayam,health_user501,Health@123501,Health User 501,9689645048
PANCHAYAT,Maravanthuruthu,Kottayam,health_user502,Health@123502,Health User 502,9628003034
PANCHAYAT,Meenachil,Kottayam,health_user503,Health@123503,Health User 503,9629299892
PANCHAYAT,Meenadom,Kottayam,health_user504,Health@123504,Health User 504,9366357979
PANCHAYAT,Melukavu,Kottayam,health_user505,Health@123505,Health User 505,9462368032
PANCHAYAT,Moonilavu,Kottayam,health_user506,Health@123506,Health User 506,9605883340
PANCHAYAT,Mulakulam,Kottayam,health_user507,Health@123507,Health User 507,9816017012
PANCHAYAT,Mundakayam,Kottayam,health_user508,Health@123508,Health User 508,9184248815
PANCHAYAT,Mutholy,Kottayam,health_user509,Health@123509,Health User 509,9923174636
PANCHAYAT,Nedumkunnam,Kottayam,health_user510,Health@123510,Health User 510,9962129999
PANCHAYAT,Neendoor,Kottayam,health_user511,Health@123511,Health User 511,9116339037
PANCHAYAT,Njeezhoor,Kottayam,health_user512,Health@123512,Health User 512,9283037004
PANCHAYAT,Paippad,Kottayam,health_user513,Health@123513,Health User 513,9199217287
PANCHAYAT,Pallikkathode,Kottayam,health_user514,Health@123514,Health User 514,9997903545
PANCHAYAT,Pampady,Kottayam,health_user515,Health@123515,Health User 515,9202143616
PANCHAYAT,Panachikkad,Kottayam,health_user516,Health@123516,Health User 516,9881055001
PANCHAYAT,Parathode,Kottayam,health_user517,Health@123517,Health User 517,9737703296
PANCHAYAT,Poonjar,Kottayam,health_user518,Health@123518,Health User 518,9939147519
PANCHAYAT,Poonjar Thekkekara,Kottayam,health_user519,Health@123519,Health User 519,9898636895
PANCHAYAT,Puthuppally,Kottayam,health_user520,Health@123520,Health User 520,9960185804
PANCHAYAT,Ramapuram,Kottayam,health_user521,Health@123521,Health User 521,9371449439
PANCHAYAT,Teekoy,Kottayam,health_user522,Health@123522,Health User 522,9634607308
PANCHAYAT,Thalanad,Kottayam,health_user523,Health@123523,Health User 523,9491892100
PANCHAYAT,Thalappalam,Kottayam,health_user524,Health@123524,Health User 524,9220363963
PANCHAYAT,Thalayazham,Kottayam,health_user525,Health@123525,Health User 525,9786544976
PANCHAYAT,Thalayolaparambu,Kottayam,health_user526,Health@123526,Health User 526,9115816854
PANCHAYAT,Thidanad,Kottayam,health_user527,Health@123527,Health User 527,9294663037
PANCHAYAT,Thiruvarpu,Kottayam,health_user528,Health@123528,Health User 528,9144943414
PANCHAYAT,Thrikkodithanam,Kottayam,health_user529,Health@123529,Health User 529,9117293828
PANCHAYAT,Tv Puram,Kottayam,health_user530,Health@123530,Health User 530,9521078211
PANCHAYAT,Udayanapuram,Kottayam,health_user531,Health@123531,Health User 531,9264600550
PANCHAYAT,Uzhavoor,Kottayam,health_user532,Health@123532,Health User 532,9525492471
PANCHAYAT,Vakathanam,Kottayam,health_user533,Health@123533,Health User 533,9985039271
PANCHAYAT,Vazhappally,Kottayam,health_user534,Health@123534,Health User 534,9292860920
PANCHAYAT,Vazhoor,Kottayam,health_user535,Health@123535,Health User 535,9300677871
PANCHAYAT,Vechoor,Kottayam,health_user536,Health@123536,Health User 536,9662592169
PANCHAYAT,Veliyannoor,Kottayam,health_user537,Health@123537,Health User 537,9540756381
PANCHAYAT,Vellavoor,Kottayam,health_user538,Health@123538,Health User 538,9485575733
PANCHAYAT,Velloor,Kottayam,health_user539,Health@123539,Health User 539,9660635369
PANCHAYAT,Vijayapuram,Kottayam,health_user540,Health@123540,Health User 540,9666619348
PANCHAYAT,Kozhikode,Kozhikode,health_user541,Health@123541,Health User 541,9750671474
PANCHAYAT,Balusseri,Kozhikode,health_user542,Health@123542,Health User 542,9437363762
PANCHAYAT,Chelannur,Kozhikode,health_user543,Health@123543,Health User 543,9532016717
PANCHAYAT,Koduvally,Kozhikode,health_user544,Health@123544,Health User 544,9761433643
PANCHAYAT,Kozhikode,Kozhikode,health_user545,Health@123545,Health User 545,9863080160
PANCHAYAT,Kunnamangalam,Kozhikode,health_user546,Health@123546,Health User 546,9245099784
PANCHAYAT,Kunnummal,Kozhikode,health_user547,Health@123547,Health User 547,9811041031
PANCHAYAT,Melday,Kozhikode,health_user548,Health@123548,Health User 548,9680141939
PANCHAYAT,Panthalayani,Kozhikode,health_user549,Health@123549,Health User 549,9443079795
PANCHAYAT,Perambra,Kozhikode,health_user550,Health@123550,Health User 550,9148840155
PANCHAYAT,Thodannur,Kozhikode,health_user551,Health@123551,Health User 551,9352058594
PANCHAYAT,Thuneri,Kozhikode,health_user552,Health@123552,Health User 552,9237007520
PANCHAYAT,Vadakara,Kozhikode,health_user553,Health@123553,Health User 553,9785636267
PANCHAYAT,Arikulam,Kozhikode,health_user554,Health@123554,Health User 554,9779091485
PANCHAYAT,Atholi,Kozhikode,health_user555,Health@123555,Health User 555,9419142604
PANCHAYAT,Ayancheri,Kozhikode,health_user556,Health@123556,Health User 556,9530800703
PANCHAYAT,Azhiyur,Kozhikode,health_user557,Health@123557,Health User 557,9190476010
PANCHAYAT,Balusseri,Kozhikode,health_user558,Health@123558,Health User 558,9343792321
PANCHAYAT,Chakittapara,Kozhikode,health_user559,Health@123559,Health User 559,9424664202
PANCHAYAT,Changaroth,Kozhikode,health_user560,Health@123560,Health User 560,9442386156
PANCHAYAT,Chathamangalam,Kozhikode,health_user561,Health@123561,Health User 561,9790961775
PANCHAYAT,Chekkiad,Kozhikode,health_user562,Health@123562,Health User 562,9280269597
PANCHAYAT,Chelannur,Kozhikode,health_user563,Health@123563,Health User 563,9613111077
PANCHAYAT,Chemanachery,Kozhikode,health_user564,Health@123564,Health User 564,9192355369
PANCHAYAT,Chengottukavu,Kozhikode,health_user565,Health@123565,Health User 565,9450369069
PANCHAYAT,Cheruvannur,Kozhikode,health_user566,Health@123566,Health User 566,9847055075
PANCHAYAT,Chorode,Kozhikode,health_user567,Health@123567,Health User 567,9930682582
PANCHAYAT,Edacheri,Kozhikode,health_user568,Health@123568,Health User 568,9332317013
PANCHAYAT,Eramala,Kozhikode,health_user569,Health@123569,Health User 569,9553286736
PANCHAYAT,Kadalundi,Kozhikode,health_user570,Health@123570,Health User 570,9406648285
PANCHAYAT,Kakkodi,Kozhikode,health_user571,Health@123571,Health User 571,9706034568
PANCHAYAT,Kakkur,Kozhikode,health_user572,Health@123572,Health User 572,9635947741
PANCHAYAT,Karasseri,Kozhikode,health_user573,Health@123573,Health User 573,9812405094
PANCHAYAT,Kattippara,Kozhikode,health_user574,Health@123574,Health User 574,9269357460
PANCHAYAT,Kavilumpara,Kozhikode,health_user575,Health@123575,Health User 575,9305114006
PANCHAYAT,Kayakkodi,Kozhikode,health_user576,Health@123576,Health User 576,9885023843
PANCHAYAT,Kayanna,Kozhikode,health_user577,Health@123577,Health User 577,9641672631
PANCHAYAT,Keezhariyur,Kozhikode,health_user578,Health@123578,Health User 578,9206070391
PANCHAYAT,Kizhakkoth,Kozhikode,health_user579,Health@123579,Health User 579,9999027232
PANCHAYAT,Kodencheri,Kozhikode,health_user580,Health@123580,Health User 580,9757984805
PANCHAYAT,Kodiyathur,Kozhikode,health_user581,Health@123581,Health User 581,9380769325
PANCHAYAT,Koodaranji,Kozhikode,health_user582,Health@123582,Health User 582,9230301996
PANCHAYAT,Koorachundu,Kozhikode,health_user583,Health@123583,Health User 583,9465199320
PANCHAYAT,Koothali,Kozhikode,health_user584,Health@123584,Health User 584,9270446504
PANCHAYAT,Kottur,Kozhikode,health_user585,Health@123585,Health User 585,9413340889
PANCHAYAT,Kunnamangalam,Kozhikode,health_user586,Health@123586,Health User 586,9110954361
PANCHAYAT,Kunnumal,Kozhikode,health_user587,Health@123587,Health User 587,9844840203
PANCHAYAT,Kuruvattur,Kozhikode,health_user588,Health@123588,Health User 588,9246585792
PANCHAYAT,Kuttiadi,Kozhikode,health_user589,Health@123589,Health User 589,9272483473
PANCHAYAT,Madavoor,Kozhikode,health_user590,Health@123590,Health User 590,9890840298
PANCHAYAT,Maniyur,Kozhikode,health_user591,Health@123591,Health User 591,9828262517
PANCHAYAT,Maruthomkara,Kozhikode,health_user592,Health@123592,Health User 592,9369997823
PANCHAYAT,Mavoor,Kozhikode,health_user593,Health@123593,Health User 593,9909423963
PANCHAYAT,Meppayur,Kozhikode,health_user594,Health@123594,Health User 594,9510922417
PANCHAYAT,Moodadi,Kozhikode,health_user595,Health@123595,Health User 595,9759533957
PANCHAYAT,Nadapuram,Kozhikode,health_user596,Health@123596,Health User 596,9991789070
PANCHAYAT,Naduvannur,Kozhikode,health_user597,Health@123597,Health User 597,9709833578
PANCHAYAT,Nanmanda,Kozhikode,health_user598,Health@123598,Health User 598,9677961895
PANCHAYAT,Narikunni,Kozhikode,health_user599,Health@123599,Health User 599,9838846641
PANCHAYAT,Naripetta,Kozhikode,health_user600,Health@123600,Health User 600,9182084716
PANCHAYAT,Nochad,Kozhikode,health_user601,Health@123601,Health User 601,9461598928
PANCHAYAT,Olavanna,Kozhikode,health_user602,Health@123602,Health User 602,9330841944
PANCHAYAT,Omassery,Kozhikode,health_user603,Health@123603,Health User 603,9242175109
PANCHAYAT,Onchiyam,Kozhikode,health_user604,Health@123604,Health User 604,9729092511
PANCHAYAT,Panangad,Kozhikode,health_user605,Health@123605,Health User 605,9561236528
PANCHAYAT,Perambra,Kozhikode,health_user606,Health@123606,Health User 606,9817673735
PANCHAYAT,Perumanna,Kozhikode,health_user607,Health@123607,Health User 607,9168697940
PANCHAYAT,Peruvayal,Kozhikode,health_user608,Health@123608,Health User 608,9649743154
PANCHAYAT,Purameri,Kozhikode,health_user609,Health@123609,Health User 609,9218594845
PANCHAYAT,Puthuppady,Kozhikode,health_user610,Health@123610,Health User 610,9270793455
PANCHAYAT,Thalakulathur,Kozhikode,health_user611,Health@123611,Health User 611,9392029132
PANCHAYAT,Thamarasseri,Kozhikode,health_user612,Health@123612,Health User 612,9364977876
PANCHAYAT,Thikkodi,Kozhikode,health_user613,Health@123613,Health User 613,9130569858
PANCHAYAT,Thiruvallur,Kozhikode,health_user614,Health@123614,Health User 614,9867976918
PANCHAYAT,Thiruvambadi,Kozhikode,health_user615,Health@123615,Health User 615,9665428276
PANCHAYAT,Thuneri,Kozhikode,health_user616,Health@123616,Health User 616,9271070711
PANCHAYAT,Thurayur,Kozhikode,health_user617,Health@123617,Health User 617,9500448161
PANCHAYAT,Uliyeri,Kozhikode,health_user618,Health@123618,Health User 618,9715036662
PANCHAYAT,Unnikulum,Kozhikode,health_user619,Health@123619,Health User 619,9329787263
PANCHAYAT,Valayam,Kozhikode,health_user620,Health@123620,Health User 620,9361409672
PANCHAYAT,Vanimel,Kozhikode,health_user621,Health@123621,Health User 621,9783797038
PANCHAYAT,Velom,Kozhikode,health_user622,Health@123622,Health User 622,9172229739
PANCHAYAT,Villiyappally,Kozhikode,health_user623,Health@123623,Health User 623,9299358114
PANCHAYAT,Localbody Name (In English),Malappuram,health_user624,Health@123624,Health User 624,9599446623
PANCHAYAT,Malappuram,Malappuram,health_user625,Health@123625,Health User 625,9266665603
PANCHAYAT,Areakode,Malappuram,health_user626,Health@123626,Health User 626,9368840128
PANCHAYAT,Kalikavu,Malappuram,health_user627,Health@123627,Health User 627,9640648544
PANCHAYAT,Kondotty,Malappuram,health_user628,Health@123628,Health User 628,9963468257
PANCHAYAT,Kuttippuram,Malappuram,health_user629,Health@123629,Health User 629,9662425541
PANCHAYAT,Malappuram,Malappuram,health_user630,Health@123630,Health User 630,9179006263
